match,team,opponent,team_score,opponent_score,result,status,round,season,event_id
RealMadrid_RealBetis,RealMadrid,RealBetis,2.0,1.0,win,finished,4,22_23,10408607
RealBetis_RealMadrid,RealBetis,RealMadrid,1.0,2.0,loss,finished,4,22_23,10408607
RealSociedad_AtleticoMadrid,RealSociedad,AtleticoMadrid,2.0,2.0,draw,finished,4,22_23,10408596
AtleticoMadrid_RealSociedad,AtleticoMadrid,RealSociedad,2.0,2.0,draw,finished,4,22_23,10408596
Sevilla_Barcelona,Sevilla,Barcelona,0.0,3.0,loss,finished,4,22_23,10408608
Barcelona_Sevilla,Barcelona,Sevilla,3.0,0.0,win,finished,4,22_23,10408608
Osasuna_RayoVallecano,Osasuna,RayoVallecano,3.0,1.0,win,finished,4,22_23,10408599
RayoVallecano_Osasuna,RayoVallecano,Osasuna,1.0,3.0,loss,finished,4,22_23,10408599
AthleticClub_Espanyol,AthleticClub,Espanyol,1.0,2.0,loss,finished,4,22_23,10408605
Espanyol_AthleticClub,Espanyol,AthleticClub,2.0,1.0,win,finished,4,22_23,10408605
Villarreal_Elche,Villarreal,Elche,5.0,0.0,win,finished,4,22_23,10408609
Elche_Villarreal,Elche,Villarreal,0.0,5.0,loss,finished,4,22_23,10408609
Valencia_Getafe,Valencia,Getafe,5.0,2.0,win,finished,4,22_23,10408610
Getafe_Valencia,Getafe,Valencia,2.0,5.0,loss,finished,4,22_23,10408610
RealValladolid_Almeria,RealValladolid,Almeria,1.0,1.0,win,finished,4,22_23,10408604
Almeria_RealValladolid,Almeria,RealValladolid,1.0,1.0,loss,finished,4,22_23,10408604
GironaFC_RealValladolid,GironaFC,RealValladolid,2.0,1.0,win,finished,5,22_23,10408615
RealValladolid_GironaFC,RealValladolid,GironaFC,1.0,2.0,loss,finished,5,22_23,10408615
RayoVallecano_Valencia,RayoVallecano,Valencia,3.0,1.0,win,finished,5,22_23,10408620
Valencia_RayoVallecano,Valencia,RayoVallecano,1.0,3.0,loss,finished,5,22_23,10408620
Espanyol_Sevilla,Espanyol,Sevilla,2.0,3.0,loss,finished,5,22_23,10408621
Sevilla_Espanyol,Sevilla,Espanyol,3.0,2.0,win,finished,5,22_23,10408621
Cadiz_Barcelona,Cadiz,Barcelona,0.0,5.0,loss,finished,5,22_23,10408612
Barcelona_Cadiz,Barcelona,Cadiz,5.0,0.0,win,finished,5,22_23,10408612
AtleticoMadrid_CeltaVigo,AtleticoMadrid,CeltaVigo,4.0,1.0,win,finished,5,22_23,10408611
CeltaVigo_AtleticoMadrid,CeltaVigo,AtleticoMadrid,1.0,4.0,loss,finished,5,22_23,10408611
RealMadrid_Mallorca,RealMadrid,Mallorca,5.0,2.0,win,finished,5,22_23,10408637
Mallorca_RealMadrid,Mallorca,RealMadrid,2.0,5.0,loss,finished,5,22_23,10408637
Elche_AthleticClub,Elche,AthleticClub,1.0,5.0,loss,finished,5,22_23,10408616
AthleticClub_Elche,AthleticClub,Elche,5.0,1.0,win,finished,5,22_23,10408616
Getafe_RealSociedad,Getafe,RealSociedad,3.0,2.0,win,finished,5,22_23,10408613
RealSociedad_Getafe,RealSociedad,Getafe,2.0,3.0,loss,finished,5,22_23,10408613
RealBetis_Villarreal,RealBetis,Villarreal,1.0,1.0,win,finished,5,22_23,10408636
Villarreal_RealBetis,Villarreal,RealBetis,1.0,1.0,loss,finished,5,22_23,10408636
Almeria_Osasuna,Almeria,Osasuna,0.0,1.0,loss,finished,5,22_23,10408614
Osasuna_Almeria,Osasuna,Almeria,1.0,0.0,win,finished,5,22_23,10408614
RealValladolid_Cadiz,RealValladolid,Cadiz,0.0,2.0,loss,finished,6,22_23,10408438
Cadiz_RealValladolid,Cadiz,RealValladolid,2.0,0.0,win,finished,6,22_23,10408438
Mallorca_Almeria,Mallorca,Almeria,2.0,0.0,win,finished,6,22_23,10408450
Almeria_Mallorca,Almeria,Mallorca,0.0,2.0,loss,finished,6,22_23,10408450
Barcelona_Elche,Barcelona,Elche,4.0,1.0,win,finished,6,22_23,10408625
Elche_Barcelona,Elche,Barcelona,1.0,4.0,loss,finished,6,22_23,10408625
Valencia_CeltaVigo,Valencia,CeltaVigo,3.0,0.0,win,finished,6,22_23,10408619
CeltaVigo_Valencia,CeltaVigo,Valencia,0.0,3.0,loss,finished,6,22_23,10408619
AthleticClub_RayoVallecano,AthleticClub,RayoVallecano,4.0,2.0,win,finished,6,22_23,10408617
RayoVallecano_AthleticClub,RayoVallecano,AthleticClub,2.0,4.0,loss,finished,6,22_23,10408617
Osasuna_Getafe,Osasuna,Getafe,1.0,2.0,loss,finished,6,22_23,10408436
Getafe_Osasuna,Getafe,Osasuna,2.0,1.0,win,finished,6,22_23,10408436
Villarreal_Sevilla,Villarreal,Sevilla,1.0,1.0,draw,finished,6,22_23,10408447
Sevilla_Villarreal,Sevilla,Villarreal,1.0,1.0,draw,finished,6,22_23,10408447
RealBetis_GironaFC,RealBetis,GironaFC,3.0,1.0,win,finished,6,22_23,10408618
GironaFC_RealBetis,GironaFC,RealBetis,1.0,3.0,loss,finished,6,22_23,10408618
RealSociedad_Espanyol,RealSociedad,Espanyol,2.0,2.0,win,finished,6,22_23,10408460
Espanyol_RealSociedad,Espanyol,RealSociedad,2.0,2.0,loss,finished,6,22_23,10408460
AtleticoMadrid_RealMadrid,AtleticoMadrid,RealMadrid,1.0,2.0,loss,finished,6,22_23,10408622
RealMadrid_AtleticoMadrid,RealMadrid,AtleticoMadrid,2.0,1.0,win,finished,6,22_23,10408622
AthleticClub_Almeria,AthleticClub,Almeria,4.0,0.0,win,finished,7,22_23,10408453
Almeria_AthleticClub,Almeria,AthleticClub,0.0,4.0,loss,finished,7,22_23,10408453
Cadiz_Villarreal,Cadiz,Villarreal,1.0,0.0,draw,finished,7,22_23,10408448
Villarreal_Cadiz,Villarreal,Cadiz,0.0,1.0,draw,finished,7,22_23,10408448
Getafe_RealValladolid,Getafe,RealValladolid,2.0,4.0,loss,finished,7,22_23,10408452
RealValladolid_Getafe,RealValladolid,Getafe,4.0,2.0,win,finished,7,22_23,10408452
Sevilla_AtleticoMadrid,Sevilla,AtleticoMadrid,0.0,3.0,loss,finished,7,22_23,10408439
AtleticoMadrid_Sevilla,AtleticoMadrid,Sevilla,3.0,0.0,win,finished,7,22_23,10408439
Mallorca_Barcelona,Mallorca,Barcelona,1.0,2.0,loss,finished,7,22_23,10408459
Barcelona_Mallorca,Barcelona,Mallorca,2.0,1.0,win,finished,7,22_23,10408459
Espanyol_Valencia,Espanyol,Valencia,3.0,2.0,draw,finished,7,22_23,10408458
Valencia_Espanyol,Valencia,Espanyol,2.0,3.0,draw,finished,7,22_23,10408458
CeltaVigo_RealBetis,CeltaVigo,RealBetis,1.0,0.0,win,finished,7,22_23,10408454
RealBetis_CeltaVigo,RealBetis,CeltaVigo,0.0,1.0,loss,finished,7,22_23,10408454
GironaFC_RealSociedad,GironaFC,RealSociedad,3.0,5.0,loss,finished,7,22_23,10408449
RealSociedad_GironaFC,RealSociedad,GironaFC,5.0,3.0,win,finished,7,22_23,10408449
RealMadrid_Osasuna,RealMadrid,Osasuna,1.0,2.0,draw,finished,7,22_23,10408465
Osasuna_RealMadrid,Osasuna,RealMadrid,2.0,1.0,draw,finished,7,22_23,10408465
RayoVallecano_Elche,RayoVallecano,Elche,2.0,1.0,win,finished,7,22_23,10408480
Elche_RayoVallecano,Elche,RayoVallecano,1.0,2.0,loss,finished,7,22_23,10408480
Osasuna_Valencia,Osasuna,Valencia,1.0,2.0,loss,finished,8,22_23,10408591
Valencia_Osasuna,Valencia,Osasuna,2.0,1.0,win,finished,8,22_23,10408591
Almeria_RayoVallecano,Almeria,RayoVallecano,3.0,1.0,win,finished,8,22_23,10408584
RayoVallecano_Almeria,RayoVallecano,Almeria,1.0,3.0,loss,finished,8,22_23,10408584
AtleticoMadrid_GironaFC,AtleticoMadrid,GironaFC,2.0,2.0,win,finished,8,22_23,10408451
GironaFC_AtleticoMadrid,GironaFC,AtleticoMadrid,2.0,2.0,loss,finished,8,22_23,10408451
Sevilla_AthleticClub,Sevilla,AthleticClub,1.0,2.0,draw,finished,8,22_23,10408467
AthleticClub_Sevilla,AthleticClub,Sevilla,2.0,1.0,draw,finished,8,22_23,10408467
Getafe_RealMadrid,Getafe,RealMadrid,0.0,1.0,loss,finished,8,22_23,10408475
RealMadrid_Getafe,RealMadrid,Getafe,1.0,0.0,win,finished,8,22_23,10408475
RealValladolid_RealBetis,RealValladolid,RealBetis,0.0,0.0,draw,finished,8,22_23,10408586
RealBetis_RealValladolid,RealBetis,RealValladolid,0.0,0.0,draw,finished,8,22_23,10408586
Cadiz_Espanyol,Cadiz,Espanyol,2.0,2.0,draw,finished,8,22_23,10408469
Espanyol_Cadiz,Espanyol,Cadiz,2.0,2.0,draw,finished,8,22_23,10408469
RealSociedad_Villarreal,RealSociedad,Villarreal,2.0,1.0,win,finished,8,22_23,10408589
Villarreal_RealSociedad,Villarreal,RealSociedad,1.0,2.0,loss,finished,8,22_23,10408589
Barcelona_CeltaVigo,Barcelona,CeltaVigo,2.0,0.0,win,finished,8,22_23,10408457
CeltaVigo_Barcelona,CeltaVigo,Barcelona,0.0,2.0,loss,finished,8,22_23,10408457
Elche_Mallorca,Elche,Mallorca,2.0,1.0,draw,finished,8,22_23,10408471
Mallorca_Elche,Mallorca,Elche,1.0,2.0,draw,finished,8,22_23,10408471
RayoVallecano_Getafe,RayoVallecano,Getafe,1.0,1.0,draw,finished,9,22_23,10408594
Getafe_RayoVallecano,Getafe,RayoVallecano,1.0,1.0,draw,finished,9,22_23,10408594
GironaFC_Cadiz,GironaFC,Cadiz,1.0,2.0,draw,finished,9,22_23,10408481
Cadiz_GironaFC,Cadiz,GironaFC,2.0,1.0,draw,finished,9,22_23,10408481
Valencia_Elche,Valencia,Elche,2.0,2.0,draw,finished,9,22_23,10408478
Elche_Valencia,Elche,Valencia,2.0,2.0,draw,finished,9,22_23,10408478
Mallorca_Sevilla,Mallorca,Sevilla,1.0,1.0,loss,finished,9,22_23,10408484
Sevilla_Mallorca,Sevilla,Mallorca,1.0,1.0,win,finished,9,22_23,10408484
AthleticClub_AtleticoMadrid,AthleticClub,AtleticoMadrid,0.0,2.0,loss,finished,9,22_23,10408581
AtleticoMadrid_AthleticClub,AtleticoMadrid,AthleticClub,2.0,0.0,win,finished,9,22_23,10408581
CeltaVigo_RealSociedad,CeltaVigo,RealSociedad,1.0,2.0,loss,finished,9,22_23,10408491
RealSociedad_CeltaVigo,RealSociedad,CeltaVigo,2.0,1.0,win,finished,9,22_23,10408491
RealMadrid_Barcelona,RealMadrid,Barcelona,4.0,2.0,win,finished,9,22_23,10408490
Barcelona_RealMadrid,Barcelona,RealMadrid,2.0,4.0,loss,finished,9,22_23,10408490
Espanyol_RealValladolid,Espanyol,RealValladolid,2.0,0.0,win,finished,9,22_23,10408487
RealValladolid_Espanyol,RealValladolid,Espanyol,0.0,2.0,loss,finished,9,22_23,10408487
RealBetis_Almeria,RealBetis,Almeria,4.0,2.0,win,finished,9,22_23,10408262
Almeria_RealBetis,Almeria,RealBetis,2.0,4.0,loss,finished,9,22_23,10408262
Villarreal_Osasuna,Villarreal,Osasuna,3.0,1.0,win,finished,9,22_23,10408474
Osasuna_Villarreal,Osasuna,Villarreal,1.0,3.0,loss,finished,9,22_23,10408474
Sevilla_Valencia,Sevilla,Valencia,1.0,2.0,draw,finished,10,22_23,10408261
Valencia_Sevilla,Valencia,Sevilla,2.0,1.0,draw,finished,10,22_23,10408261
Getafe_AthleticClub,Getafe,AthleticClub,2.0,3.0,draw,finished,10,22_23,10408485
AthleticClub_Getafe,AthleticClub,Getafe,3.0,2.0,draw,finished,10,22_23,10408485
AtleticoMadrid_RayoVallecano,AtleticoMadrid,RayoVallecano,2.0,2.0,draw,finished,10,22_23,10408482
RayoVallecano_AtleticoMadrid,RayoVallecano,AtleticoMadrid,2.0,2.0,draw,finished,10,22_23,10408482
Cadiz_RealBetis,Cadiz,RealBetis,1.0,1.0,draw,finished,10,22_23,10408486
RealBetis_Cadiz,RealBetis,Cadiz,1.0,1.0,draw,finished,10,22_23,10408486
RealValladolid_CeltaVigo,RealValladolid,CeltaVigo,5.0,2.0,win,finished,10,22_23,10408500
CeltaVigo_RealValladolid,CeltaVigo,RealValladolid,2.0,5.0,loss,finished,10,22_23,10408500
RealSociedad_Mallorca,RealSociedad,Mallorca,1.0,0.0,win,finished,10,22_23,10408492
Mallorca_RealSociedad,Mallorca,RealSociedad,0.0,1.0,loss,finished,10,22_23,10408492
Elche_RealMadrid,Elche,RealMadrid,0.0,4.0,loss,finished,10,22_23,10408265
RealMadrid_Elche,RealMadrid,Elche,4.0,0.0,win,finished,10,22_23,10408265
Almeria_GironaFC,Almeria,GironaFC,4.0,2.0,win,finished,10,22_23,10408259
GironaFC_Almeria,GironaFC,Almeria,2.0,4.0,loss,finished,10,22_23,10408259
Osasuna_Espanyol,Osasuna,Espanyol,1.0,1.0,win,finished,10,22_23,10408275
Espanyol_Osasuna,Espanyol,Osasuna,1.0,1.0,loss,finished,10,22_23,10408275
Barcelona_Villarreal,Barcelona,Villarreal,3.0,0.0,win,finished,10,22_23,10408489
Villarreal_Barcelona,Villarreal,Barcelona,0.0,3.0,loss,finished,10,22_23,10408489
RayoVallecano_Cadiz,RayoVallecano,Cadiz,6.0,2.0,win,finished,11,22_23,10408499
Cadiz_RayoVallecano,Cadiz,RayoVallecano,2.0,6.0,loss,finished,11,22_23,10408499
RealValladolid_RealSociedad,RealValladolid,RealSociedad,1.0,1.0,win,finished,11,22_23,10408502
RealSociedad_RealValladolid,RealSociedad,RealValladolid,1.0,1.0,loss,finished,11,22_23,10408502
Valencia_Mallorca,Valencia,Mallorca,1.0,3.0,loss,finished,11,22_23,10408284
Mallorca_Valencia,Mallorca,Valencia,3.0,1.0,win,finished,11,22_23,10408284
RealMadrid_Sevilla,RealMadrid,Sevilla,4.0,2.0,win,finished,11,22_23,10408498
Sevilla_RealMadrid,Sevilla,RealMadrid,2.0,4.0,loss,finished,11,22_23,10408498
Espanyol_Elche,Espanyol,Elche,2.0,2.0,draw,finished,11,22_23,10408287
Elche_Espanyol,Elche,Espanyol,2.0,2.0,draw,finished,11,22_23,10408287
RealBetis_AtleticoMadrid,RealBetis,AtleticoMadrid,2.0,3.0,loss,finished,11,22_23,10408269
AtleticoMadrid_RealBetis,AtleticoMadrid,RealBetis,3.0,2.0,win,finished,11,22_23,10408269
GironaFC_Osasuna,GironaFC,Osasuna,2.0,1.0,draw,finished,11,22_23,10408488
Osasuna_GironaFC,Osasuna,GironaFC,1.0,2.0,draw,finished,11,22_23,10408488
Villarreal_Almeria,Villarreal,Almeria,2.0,1.0,win,finished,11,22_23,10408496
Almeria_Villarreal,Almeria,Villarreal,1.0,2.0,loss,finished,11,22_23,10408496
Barcelona_AthleticClub,Barcelona,AthleticClub,5.0,1.0,win,finished,11,22_23,10408272
AthleticClub_Barcelona,AthleticClub,Barcelona,1.0,5.0,loss,finished,11,22_23,10408272
CeltaVigo_Getafe,CeltaVigo,Getafe,2.0,1.0,draw,finished,11,22_23,10408494
Getafe_CeltaVigo,Getafe,CeltaVigo,1.0,2.0,draw,finished,11,22_23,10408494
Mallorca_Espanyol,Mallorca,Espanyol,2.0,1.0,draw,finished,12,22_23,10408292
Espanyol_Mallorca,Espanyol,Mallorca,1.0,2.0,draw,finished,12,22_23,10408292
Almeria_CeltaVigo,Almeria,CeltaVigo,4.0,1.0,win,finished,12,22_23,10408505
CeltaVigo_Almeria,CeltaVigo,Almeria,1.0,4.0,loss,finished,12,22_23,10408505
Cadiz_AtleticoMadrid,Cadiz,AtleticoMadrid,3.0,2.0,win,finished,12,22_23,10408506
AtleticoMadrid_Cadiz,AtleticoMadrid,Cadiz,2.0,3.0,loss,finished,12,22_23,10408506
Sevilla_RayoVallecano,Sevilla,RayoVallecano,1.0,2.0,loss,finished,12,22_23,10408504
RayoVallecano_Sevilla,RayoVallecano,Sevilla,2.0,1.0,win,finished,12,22_23,10408504
Valencia_Barcelona,Valencia,Barcelona,1.0,2.0,loss,finished,12,22_23,10408298
Barcelona_Valencia,Barcelona,Valencia,2.0,1.0,win,finished,12,22_23,10408298
Osasuna_RealValladolid,Osasuna,RealValladolid,2.0,0.0,win,finished,12,22_23,10408501
RealValladolid_Osasuna,RealValladolid,Osasuna,0.0,2.0,loss,finished,12,22_23,10408501
RealMadrid_GironaFC,RealMadrid,GironaFC,1.0,2.0,draw,finished,12,22_23,10408503
GironaFC_RealMadrid,GironaFC,RealMadrid,2.0,1.0,draw,finished,12,22_23,10408503
AthleticClub_Villarreal,AthleticClub,Villarreal,1.0,1.0,win,finished,12,22_23,10408276
Villarreal_AthleticClub,Villarreal,AthleticClub,1.0,1.0,loss,finished,12,22_23,10408276
RealSociedad_RealBetis,RealSociedad,RealBetis,0.0,3.0,loss,finished,12,22_23,10408299
RealBetis_RealSociedad,RealBetis,RealSociedad,3.0,0.0,win,finished,12,22_23,10408299
Elche_Getafe,Elche,Getafe,1.0,1.0,loss,finished,12,22_23,10408497
Getafe_Elche,Getafe,Elche,1.0,1.0,win,finished,12,22_23,10408497
GironaFC_AthleticClub,GironaFC,AthleticClub,2.0,2.0,win,finished,13,22_23,10408301
AthleticClub_GironaFC,AthleticClub,GironaFC,2.0,2.0,loss,finished,13,22_23,10408301
Getafe_Cadiz,Getafe,Cadiz,1.0,1.0,draw,finished,13,22_23,10408507
Cadiz_Getafe,Cadiz,Getafe,1.0,1.0,draw,finished,13,22_23,10408507
RealValladolid_Elche,RealValladolid,Elche,2.0,1.0,win,finished,13,22_23,10408509
Elche_RealValladolid,Elche,RealValladolid,1.0,2.0,loss,finished,13,22_23,10408509
CeltaVigo_Osasuna,CeltaVigo,Osasuna,1.0,2.0,loss,finished,13,22_23,10408508
Osasuna_CeltaVigo,Osasuna,CeltaVigo,2.0,1.0,win,finished,13,22_23,10408508
Barcelona_Almeria,Barcelona,Almeria,2.0,1.0,win,finished,13,22_23,10408311
Almeria_Barcelona,Almeria,Barcelona,1.0,2.0,loss,finished,13,22_23,10408311
AtleticoMadrid_Espanyol,AtleticoMadrid,Espanyol,2.0,2.0,draw,finished,13,22_23,10408289
Espanyol_AtleticoMadrid,Espanyol,AtleticoMadrid,2.0,2.0,draw,finished,13,22_23,10408289
RealSociedad_Valencia,RealSociedad,Valencia,1.0,1.0,draw,finished,13,22_23,10408510
Valencia_RealSociedad,Valencia,RealSociedad,1.0,1.0,draw,finished,13,22_23,10408510
Villarreal_Mallorca,Villarreal,Mallorca,0.0,2.0,loss,finished,13,22_23,10408302
Mallorca_Villarreal,Mallorca,Villarreal,2.0,0.0,win,finished,13,22_23,10408302
RealBetis_Sevilla,RealBetis,Sevilla,1.0,1.0,draw,finished,13,22_23,10408306
Sevilla_RealBetis,Sevilla,RealBetis,1.0,1.0,draw,finished,13,22_23,10408306
RayoVallecano_RealMadrid,RayoVallecano,RealMadrid,4.0,2.0,win,finished,13,22_23,10408305
RealMadrid_RayoVallecano,RealMadrid,RayoVallecano,2.0,4.0,loss,finished,13,22_23,10408305
Elche_GironaFC,Elche,GironaFC,2.0,2.0,loss,finished,14,22_23,10408315
GironaFC_Elche,GironaFC,Elche,2.0,2.0,win,finished,14,22_23,10408315
AthleticClub_RealValladolid,AthleticClub,RealValladolid,4.0,0.0,win,finished,14,22_23,10408313
RealValladolid_AthleticClub,RealValladolid,AthleticClub,0.0,4.0,loss,finished,14,22_23,10408313
Osasuna_Barcelona,Osasuna,Barcelona,1.0,2.0,loss,finished,14,22_23,10408324
Barcelona_Osasuna,Barcelona,Osasuna,2.0,1.0,win,finished,14,22_23,10408324
Almeria_Getafe,Almeria,Getafe,2.0,0.0,win,finished,14,22_23,10408310
Getafe_Almeria,Getafe,Almeria,0.0,2.0,loss,finished,14,22_23,10408310
Sevilla_RealSociedad,Sevilla,RealSociedad,2.0,3.0,loss,finished,14,22_23,10408318
RealSociedad_Sevilla,RealSociedad,Sevilla,3.0,2.0,win,finished,14,22_23,10408318
Espanyol_Villarreal,Espanyol,Villarreal,0.0,2.0,loss,finished,14,22_23,10408312
Villarreal_Espanyol,Villarreal,Espanyol,2.0,0.0,win,finished,14,22_23,10408312
Mallorca_AtleticoMadrid,Mallorca,AtleticoMadrid,2.0,0.0,win,finished,14,22_23,10408517
AtleticoMadrid_Mallorca,AtleticoMadrid,Mallorca,0.0,2.0,loss,finished,14,22_23,10408517
RayoVallecano_CeltaVigo,RayoVallecano,CeltaVigo,1.0,1.0,draw,finished,14,22_23,10408322
CeltaVigo_RayoVallecano,CeltaVigo,RayoVallecano,1.0,1.0,draw,finished,14,22_23,10408322
Valencia_RealBetis,Valencia,RealBetis,4.0,1.0,win,finished,14,22_23,10408512
RealBetis_Valencia,RealBetis,Valencia,1.0,4.0,loss,finished,14,22_23,10408512
RealMadrid_Cadiz,RealMadrid,Cadiz,2.0,1.0,win,finished,14,22_23,10408330
Cadiz_RealMadrid,Cadiz,RealMadrid,1.0,2.0,loss,finished,14,22_23,10408330
GironaFC_RayoVallecano,GironaFC,RayoVallecano,3.0,3.0,draw,finished,15,22_23,10408516
RayoVallecano_GironaFC,RayoVallecano,GironaFC,3.0,3.0,draw,finished,15,22_23,10408516
RealBetis_AthleticClub,RealBetis,AthleticClub,1.0,1.0,draw,finished,15,22_23,10408518
AthleticClub_RealBetis,AthleticClub,RealBetis,1.0,1.0,draw,finished,15,22_23,10408518
